id,gender,masterCategory,subCategory,articleType,productDisplayName,price,sellers,quantity,filename,ratings,returned,sales
14453,Women,Footwear,Shoes,Heels,Enroute Women Casual Black Flats,637,Bed Random,1032,14453.jpg,2,27,640185
25314,Men,Accessories,Watches,Watches,Casio Youth Series Men Digital Watch AE-1100W-1BVDF(D086),971,Transit Random,1327,25314.jpg,3,4,1284633
5838,Men,Apparel,Topwear,Tshirts,ADIDAS Men's Graphic White T-shirt,1305,Sanguine Skincare,221,5838.jpg,2,6,280575
28853,Men,Apparel,Topwear,Tshirts,Proline Men Purple T-shirt,873,GenosisX,363,28853.jpg,1,5,312534
30090,Men,Accessories,Watches,Watches,Ed Hardy Men Silver Dial Watch,1051,Strat Security,436,30090.jpg,2,19,438267
16760,Women,Accessories,Bags,Handbags,Spice Art Women Leatherette  Black Handbags,1259,Unique Trends,557,16760.jpg,3,7,692450
49864,Unisex,Accessories,Watches,Watches,Q&Q Kids Unisex Purple Digital Watch,1319,Friend Random,442,49864.jpg,2,28,546066
34430,Women,Apparel,Topwear,Tshirts,Myntra Women Face Blue T-shirt,1490,Clear Prints,729,34430.jpg,4,7,1075780
23487,Men,Accessories,Scarves,Scarves,Arrow Men Grey Scarf,684,Spicy Dinner,705,23487.jpg,4,7,477432
52622,Women,Accessories,Bags,Handbags,Mod-acc Women Purple Handbag,1300,Unique Trends,183,52622.jpg,5,16,217100
20030,Men,Apparel,Topwear,Shirts,United Colors of Benetton Men Solid Blue Shirt,819,XYZ,319,20030.jpg,5,24,241605
11777,Men,Apparel,Topwear,Tshirts,Lee Men Printed Red Tshirts,498,Guard Random,39,11777.jpg,4,11,13944
7939,Men,Apparel,Topwear,Tshirts,Puma Men's Graphic Optic Black Silver T-shirt,1127,Guard Random,771,7939.jpg,2,10,857647
55635,Women,Footwear,Shoes,Heels,Catwalk Women Gold Heels,1432,Transit Random,1423,55635.jpg,3,15,2016256
2477,Men,Footwear,Shoes,Sports Shoes,Nike Men's LunarFly Blue Shoe,347,XYZ,1271,2477.jpg,2,0,441037
16552,Men,Apparel,Topwear,Tshirts,Basics Men Grey Printed Polo T-shirt,1219,XYZ,914,16552.jpg,3,13,1098319
27488,Women,Apparel,Innerwear,Briefs,Jockey Women Red Bikini Briefs,1189,Friend Random,1298,27488.jpg,3,21,1518353
9602,Men,Apparel,Topwear,Shirts,Scullers Men Scul White & Red Shirt,604,Transit Random,1123,9602.jpg,5,3,676480
48525,Women,Apparel,Dress,Dresses,French Connection Women White & Blue  Striped Dress,1307,Unique Trends,909,48525.jpg,4,22,1159309
55894,Women,Personal Care,Nails,Nail Polish,Colorbar Blue Lagoon Nail Lacquer 05,1299,Blue Smoke,924,55894.jpg,2,15,1180791
6478,Men,Apparel,Topwear,Jackets,ADIDAS Men Top Grey Jacket,585,Bed Random,657,6478.jpg,4,8,379665
15778,Men,Apparel,Innerwear,Briefs,Facit Men Mid- Rise BF Grey Briefs,1276,Ten Fold Security,315,15778.jpg,3,15,382800
59457,Women,Accessories,Jewellery,Ring,Lucera Silver Ring,523,Spicy Dinner,491,59457.jpg,2,0,256793
45008,Men,Accessories,Watches,Watches,Maxima Men Digital Multifunction Watch,1253,Clear Prints,1464,45008.jpg,2,29,1798055
52883,Women,Apparel,Saree,Sarees,FNF Printed Blue Sari,1238,XYZ,716,52883.jpg,3,4,881456
45834,Women,Apparel,Topwear,Kurtas,Vishudh Women Red Kurta,335,Sanguine Skincare,1203,45834.jpg,2,22,395635
12139,Women,Apparel,Topwear,Kurtas,Aurelia Women Solid Purple Kurtas,825,Blue Smoke,374,12139.jpg,3,15,296175
42649,Women,Apparel,Topwear,Kurtas,Alma Women Black Kurta,1289,XYZ,887,42649.jpg,2,3,1139476
18403,Men,Footwear,Shoes,Casual Shoes,Skechers Men Tone-Ups Black Shoe,721,Guard Random,1491,18403.jpg,3,0,1075011
57995,Women,Apparel,Dress,Dresses,Latin Quarters Women & White Black Dress,722,Unique Trends,304,57995.jpg,4,21,204326
5699,Men,Footwear,Shoes,Casual Shoes,Skechers Men's Striking Black Shoe,1264,Guard Random,1304,5699.jpg,3,5,1641936
21129,Women,Apparel,Topwear,Tops,s.Oliver Women Printed Red Top,888,Clear Prints,772,21129.jpg,3,23,665112
56847,Men,Apparel,Bottomwear,Jeans,John Players Men Blue Jeans,1094,Bed Random,559,56847.jpg,2,29,579820
25589,Women,Apparel,Apparel Set,Kurta Sets,Vishudh Women Green Churidar Kurta with Dupatta,530,Ten Fold Security,1315,25589.jpg,5,13,690060
49093,Women,Personal Care,Lips,Lip Liner,Deborah 24 Ore Lip Liner 220,1172,Bed Random,298,49093.jpg,4,22,323472
30867,Women,Apparel,Topwear,Kurtas,Fabindia Women Blue Kurta,720,GenosisX,385,30867.jpg,2,11,269280
50378,Women,Apparel,Bottomwear,Salwar and Dupatta,Vishudh Women Red & White Salwar and Dupatta,612,GenosisX,368,50378.jpg,2,27,208692
41038,Men,Accessories,Watches,Watches,Nautica Men Brown Dial Watch,574,Sanguine Skincare,30,41038.jpg,3,13,9758
36358,Men,Accessories,Ties,Ties,Reid & Taylor Men Red Tie,830,Spicy Dinner,1463,36358.jpg,2,2,1212630
39310,Men,Footwear,Shoes,Casual Shoes,Red Chief Men Khaki Casual Shoes,1327,Spicy Dinner,101,39310.jpg,5,0,134027
49067,Women,Accessories,Bags,Handbags,Lino Perros Women Olive Handbag,1459,Ten Fold Security,236,49067.jpg,4,6,335570
8340,Boys,Apparel,Topwear,Tshirts,Doodle Boy's Volleyball Champion Black White Kidswear,861,Transit Random,301,8340.jpg,2,19,242802
27018,Women,Apparel,Bottomwear,Jeans,Jealous 21 Women Washed Blue Jeans,1206,Transit Random,1475,27018.jpg,1,25,1748700
50976,Women,Apparel,Innerwear,Bra,Enamor Petal Pink Bra,1472,Guard Random,1231,50976.jpg,1,4,1806144
30893,Women,Apparel,Bottomwear,Patiala,Fabindia Women Printed White & Blue Patiala,999,Spicy Dinner,57,30893.jpg,1,6,50949
58743,Men,Apparel,Topwear,Tshirts,Puma Men Olive T-shirt,1414,Transit Random,921,58743.jpg,4,0,1302294
34857,Men,Footwear,Shoes,Casual Shoes,Vans Men Classic Slip-On Black Shoes,930,Sanguine Skincare,92,34857.jpg,1,23,64170
22932,Unisex,Accessories,Watches,Watches,Fastrack Unisex Black Dial Watch 9912PP13,751,Sanguine Skincare,1289,22932.jpg,3,6,963533
35985,Women,Apparel,Topwear,Tshirts,Flying Machine Women Poppy Red T-shirt,909,XYZ,722,35985.jpg,2,26,632664
47599,Women,Footwear,Shoes,Flats,Portia Women Black Flats,1383,Friend Random,1054,47599.jpg,3,1,1456299
28434,Women,Accessories,Watches,Watches,DKNY Women White Dial Watch NY8299,856,Unique Trends,962,28434.jpg,5,2,821760
55860,Women,Personal Care,Nails,Nail Polish,Colorbar Pro Dazzling Mauve Nail Lacquer 008,320,Sanguine Skincare,1089,55860.jpg,1,7,346240
8516,Unisex,Accessories,Bags,Backpacks,Nike Unisex Ultimatum Max Black Backpacks,1010,Ten Fold Security,177,8516.jpg,1,13,165640
16109,Men,Accessories,Eyewear,Sunglasses,M tv Men My Fab Eyewear Brown Sunglasses,755,Sanguine Skincare,361,16109.jpg,1,6,268025
39546,Men,Footwear,Flip Flops,Flip Flops,Numero Uno Men Yellow Flip Flops,1091,GenosisX,272,39546.jpg,2,29,265113
25119,Women,Accessories,Bags,Clutches,Lino Perros Women Gems Black Clutch,394,Guard Random,1338,25119.jpg,2,24,517716
57539,Men,Accessories,Belts,Belts,Flying Machine Men Olive Belt,514,Sanguine Skincare,997,57539.jpg,4,13,505776
57959,Women,Apparel,Saree,Sarees,Prafful Turquoise Blue Printed Sari,975,Guard Random,157,57959.jpg,1,23,130650
58911,Men,Accessories,Ties,Ties,Hakashi Men Grey Silk Tie,559,Friend Random,652,58911.jpg,4,8,359996
42685,Women,Apparel,Topwear,Kurtas,Alma Women White Printed Kurta,623,Strat Security,605,42685.jpg,4,1,376292
43757,Women,Accessories,Jewellery,Bangle,Royal Diadem Set of 2 White Bangles,408,XYZ,1283,43757.jpg,4,12,518568
8976,Men,Footwear,Shoes,Sports Shoes,Puma Men SL Tech Lo SF White Sports Shoes,709,Ten Fold Security,1159,8976.jpg,5,18,808969
34605,Men,Apparel,Innerwear,Briefs,Hanes Men Black Boxer Brief,456,Unique Trends,1265,34605.jpg,1,26,564984
3790,Men,Footwear,Shoes,Casual Shoes,Converse Men's AS Canvas HI Black Shoe,371,Blue Smoke,1055,3790.jpg,1,8,388437
30097,Men,Accessories,Watches,Watches,Ed Hardy Men Black Dial Watch,696,Strat Security,470,30097.jpg,5,8,321552
50172,Women,Footwear,Shoes,Flats,Rocia Women Multi- Coloured Shoes,421,XYZ,1426,50172.jpg,2,13,594873
44740,Men,Footwear,Shoes,Casual Shoes,Globalite Men White Terra Shoes,1165,Bed Random,1474,44740.jpg,4,17,1697405
14030,Women,Apparel,Topwear,Tshirts,Nike Women Printed White Tshirts,996,Strat Security,261,14030.jpg,3,12,248004
45692,Women,Personal Care,Fragrance,Perfume and Body Mist,TOUS Women Leau Eau De Parfum 90 ml,467,Strat Security,459,45692.jpg,5,14,207815
27444,Women,Apparel,Topwear,Tshirts,Jockey Women Black T-shirt,1440,Sanguine Skincare,905,27444.jpg,3,13,1284480
55064,Women,Personal Care,Lips,Lipstick,Lakme Enrich Satins Lipstick 265,879,Blue Smoke,625,55064.jpg,3,20,531795
34053,Boys,Apparel,Bottomwear,Capris,Gini and Jony Boys Yellow 3/4 Length Pants,788,Friend Random,1261,34053.jpg,2,14,982636
46473,Men,Accessories,Watches,Watches,Timex Men Sliver Dial Watch,1222,Ten Fold Security,286,46473.jpg,2,13,333606
53393,Women,Apparel,Topwear,Kurtas,Alma Women Printed Beige Kurta,1379,Blue Smoke,507,53393.jpg,3,21,670194
57733,Women,Personal Care,Lips,Lip Care,Lotus Herbals Cocoa Lip Balm,1110,Strat Security,977,57733.jpg,2,19,1063380
36536,Women,Accessories,Bags,Handbags,United Colors of Benetton Women Blue Sling Bag,1095,Friend Random,31,36536.jpg,3,26,5475
44116,Men,Personal Care,Fragrance,Perfume and Body Mist,Boss Men Made For Summer Perfume,569,Sanguine Skincare,1376,44116.jpg,1,4,780668
5231,Men,Apparel,Topwear,Tshirts,Classic Polo Men's Cari Navy Polo T-shirt,831,Guard Random,1046,5231.jpg,5,22,850944
13443,Women,Apparel,Topwear,Tops,United Colors of Benetton Women Solid White Tops,616,Unique Trends,1091,13443.jpg,5,16,662200
43333,Women,Accessories,Bags,Handbags,Murcia Women Brown Handbag,525,Strat Security,1415,43333.jpg,3,8,738675
55256,Women,Personal Care,Makeup,Kajal and Eyeliner,Lakme Absolute Forever Silk Blacklast Eye Liner,1004,Friend Random,99,55256.jpg,5,2,97388
50724,Girls,Apparel,Dress,Dresses,Doodle Girls Blue Washed Dress,643,Transit Random,30,50724.jpg,2,14,10288
2828,Men,Footwear,Shoes,Casual Shoes,Lee Cooper Men's LC Casual Denim Blue Shoe,1449,XYZ,1439,2828.jpg,5,24,2050335
19945,Women,Accessories,Bags,Handbags,Nike Women Casual Purple Handbag,547,Bed Random,1355,19945.jpg,4,1,740638
13685,Men,Footwear,Shoes,Casual Shoes,ADIDAS Men Dash Casual Shoes,646,Blue Smoke,95,13685.jpg,4,15,51680
12757,Men,Apparel,Topwear,Tshirts,Spykar Men Printed Blue T-Shirts,731,Sanguine Skincare,1008,12757.jpg,5,12,728076
6672,Women,Footwear,Shoes,Casual Shoes,Nike Women Dunk Skinny White Red Shoe,710,GenosisX,856,6672.jpg,1,9,601370
47555,Women,Footwear,Shoes,Heels,Portia Women White Heels,1429,Guard Random,134,47555.jpg,1,12,174338
37622,Boys,Apparel,Topwear,Tshirts,Madagascar3 Boys Red Printed T-Shirt,462,XYZ,315,37622.jpg,1,1,145068
4317,Unisex,Apparel,Topwear,Tshirts,Tantra Kid's Unisex Kya Boss Red Kidswear,1008,Blue Smoke,833,4317.jpg,2,1,838656
15740,Women,Footwear,Shoes,Sports Shoes,Nike Women Air Relentless Grey Sports Shoes,938,Sanguine Skincare,1376,15740.jpg,4,28,1264424
37410,Women,Accessories,Bags,Handbags,Murcia Women Envelope Green Handbag,644,Friend Random,519,37410.jpg,4,17,323288
40542,Women,Accessories,Watches,Watches,Titan Women Gold Watch,1413,Bed Random,426,40542.jpg,2,24,568026
27682,Women,Accessories,Bags,Handbags,Murcia Women Black Handbag,868,Blue Smoke,925,27682.jpg,2,8,795956
30635,Men,Apparel,Topwear,Tshirts,Nike Men Basic Crew Blue T-shirt,1067,GenosisX,1385,30635.jpg,5,8,1469259
18863,Men,Apparel,Topwear,Sweatshirts,Puma Men Heritage Red Sweatshirt,353,XYZ,1060,18863.jpg,1,19,367473
23222,Women,Apparel,Topwear,Kurtas,Aneri Women Freya Red Kurta,1112,GenosisX,1450,23222.jpg,1,18,1592384
51602,Women,Apparel,Bottomwear,Jeans,Wrangler Women Blue Molly Jeans,787,Strat Security,304,51602.jpg,3,9,232165
6024,Women,Apparel,Topwear,Tshirts,UCB Women's Boat Neck Chest Print Green T-shirt,1190,Clear Prints,263,6024.jpg,5,30,277270
49897,Unisex,Accessories,Watches,Watches,Q&Q Kids Girls White Dial Watch,927,Friend Random,1333,49897.jpg,3,22,1215297
16793,Men,Apparel,Topwear,Shirts,Highlander Men Check Blue Shirt,1324,Unique Trends,940,16793.jpg,5,3,1240588
51054,Women,Apparel,Innerwear,Bra,Enamor Lavender Bra,781,Guard Random,690,51054.jpg,4,23,520927
6216,Men,Apparel,Topwear,Tshirts,Lee Men's Printed Black T-shirt,1374,Unique Trends,941,6216.jpg,2,18,1268202
5493,Men,Apparel,Topwear,Tshirts,Mr.Men Men's Cool Soft Grey T-shirt,606,GenosisX,1336,5493.jpg,4,2,808404
15116,Men,Apparel,Bottomwear,Trousers,Arrow Men TR Finish Grey Trousers,740,Spicy Dinner,364,15116.jpg,5,27,249380
36394,Men,Accessories,Socks,Socks,Reid & Taylor Men Reid & Taylor Blue Socks,1263,Spicy Dinner,520,36394.jpg,3,8,646656
10464,Men,Apparel,Topwear,Tshirts,Flying Machine Men Mauvemist Pink Tshirts,750,GenosisX,425,10464.jpg,4,1,318000
16932,Men,Apparel,Topwear,Tshirts,Spykar Men Off White Polo Tshirt,703,Transit Random,73,16932.jpg,4,21,36556
19146,Men,Apparel,Topwear,Sweatshirts,United Colors of Benetton Men Solid Grey Sweatshirt,1243,Ten Fold Security,117,19146.jpg,3,3,141702
2817,Men,Footwear,Shoes,Casual Shoes,Lee Cooper Men's Casual Leather Black Shoe,606,GenosisX,904,2817.jpg,4,30,529644
25922,Women,Apparel,Topwear,Tshirts,Femella Women Navy Blue T-shirt,1432,Ten Fold Security,1082,25922.jpg,4,17,1525080
36509,Women,Accessories,Bags,Handbags,United Colors of Benetton Women Brown Handbag,523,Transit Random,627,36509.jpg,5,25,314846
58576,Women,Apparel,Topwear,Tshirts,Puma Women Yellow T-shirt,814,GenosisX,726,58576.jpg,4,12,581196
11925,Women,Footwear,Shoes,Flats,Skechers Women Tone Black Sandals,1080,Ten Fold Security,241,11925.jpg,4,30,227880
8723,Men,Apparel,Topwear,Shirts,Indigo Nation Men Striped Yellow Shirt,926,Guard Random,654,8723.jpg,4,13,593566
58320,Men,Accessories,Socks,Socks,Jockey LCESCBRA Men White Pack of 3 Socks 2004,1100,Unique Trends,1483,58320.jpg,2,13,1617000
57368,Women,Apparel,Innerwear,Briefs,Amante Women Brown Briefs PCLR02,1485,GenosisX,780,57368.jpg,2,28,1116720
31946,Men,Footwear,Shoes,Casual Shoes,Nike Men Avid Grey Shoes,1247,Friend Random,1046,31946.jpg,5,21,1278175
28057,Men,Apparel,Innerwear,Briefs,Jockey ELANCE Men Black Pack of 2 Briefs 1010,889,Sanguine Skincare,1021,28057.jpg,2,6,902335
34408,Men,Apparel,Topwear,Tshirts,Myntra Men Black Printed T-shirt,1145,Blue Smoke,989,34408.jpg,3,16,1114085
28265,Men,Personal Care,Fragrance,Deodorant,Gatsby Men Classic Deo,1316,GenosisX,538,28265.jpg,5,28,671160
20008,Men,Apparel,Topwear,Tshirts,United Colors of Benetton Men Printed Orange TShirt,1157,Unique Trends,269,20008.jpg,1,15,293878
57966,Women,Apparel,Saree,Sarees,Prafful Multi Coloured Sari,381,Friend Random,1433,57966.jpg,4,16,539877
37883,Unisex,Accessories,Socks,Socks,Happy Socks Unisex Multi Color Socks,1125,Transit Random,892,37883.jpg,4,6,996750
15129,Men,Apparel,Bottomwear,Trousers,Arrow Sport Men Solid DK.Grey Trousers,1038,GenosisX,405,15129.jpg,1,0,420390
38231,Women,Accessories,Eyewear,Sunglasses,Polaroid Women Sunglasses,478,XYZ,1418,38231.jpg,2,20,668244
9261,Men,Apparel,Topwear,Shirts,Mark Taylor Men Red Striped Shirt,844,Friend Random,1111,9261.jpg,2,10,929244
6827,Women,Footwear,Sandal,Sports Sandals,Timberland Women Belle Isld Boat Ball Black Floater,737,Bed Random,1381,6827.jpg,4,2,1016323
48374,Men,Apparel,Topwear,Shirts,French Connection Men Purple & Black Striped Shirt,1360,Strat Security,1229,48374.jpg,4,8,1660560
29343,Men,Apparel,Topwear,Tshirts,Probase Men Printed White T-shirt,505,Spicy Dinner,545,29343.jpg,4,20,265125
28291,Men,Accessories,Eyewear,Sunglasses,Fastrack Men Black Sunglasses,1233,Blue Smoke,173,28291.jpg,4,8,203445
59034,Women,Footwear,Shoes,Heels,Carlton London Women Black Heels,657,Blue Smoke,405,59034.jpg,2,6,262143
4328,Unisex,Apparel,Topwear,Tshirts,Tantra Kid's Unisex Cute Mom Red Kidswear,576,Guard Random,754,4328.jpg,4,23,421056
23813,Men,Footwear,Flip Flops,Flip Flops,Puma Men Jiff Black Flip Flops,677,Friend Random,899,23813.jpg,2,23,593052
19380,Men,Apparel,Innerwear,Boxers,Crusoe Men Grey Boxers 1017,959,Ten Fold Security,264,19380.jpg,1,8,245504
57705,Women,Personal Care,Skin,Face Moisturisers,Lotus Herbals Sandalwood Sun Screen,1451,Blue Smoke,781,57705.jpg,5,11,1117270
32392,Women,Apparel,Topwear,Shirts,Arrow Woman Grey Shirt,854,Strat Security,726,32392.jpg,4,29,595238
11110,Men,Apparel,Topwear,Shirts,Indigo Nation Men Check White Shirts,1391,Bed Random,939,11110.jpg,4,24,1272765
22100,Women,Apparel,Topwear,Kurtas,Vishudh Women Printed Blue Kurta,790,Unique Trends,834,22100.jpg,1,2,657280
55260,Women,Personal Care,Makeup,Kajal and Eyeliner,Lakme Forever Silk Jaded Mint Eye Liner,798,Bed Random,68,55260.jpg,4,16,41496
13475,Women,Footwear,Shoes,Flats,Rocia Women Brown Flats,452,Ten Fold Security,1421,13475.jpg,2,8,638676
6482,Men,Apparel,Topwear,Tshirts,ADIDAS Men's Strip Polo Black Green T-shirt,1441,Unique Trends,1318,6482.jpg,1,29,1857449
34257,Men,Apparel,Bottomwear,Tracksuits,Proline Men Charcoal Tracksuit,943,Clear Prints,1194,34257.jpg,3,29,1098595
50712,Men,Apparel,Innerwear,Trunk,Chromozome Men Red Trunks,1384,Bed Random,1297,50712.jpg,1,1,1793664
36500,Women,Apparel,Topwear,Kurtas,Folklore Women Brown Kurta,1089,Ten Fold Security,755,36500.jpg,4,23,797148
40580,Women,Apparel,Topwear,Tops,W Women White Top,1116,Sanguine Skincare,563,40580.jpg,2,4,623844
27224,Women,Apparel,Dress,Dresses,Doodle Kids Girl Printed White Dress,489,Sanguine Skincare,164,27224.jpg,5,27,66993
3594,Men,Footwear,Shoes,Casual Shoes,Converse Men's Chuck Taylor Print OX White Canvas Shoe,328,Ten Fold Security,323,3594.jpg,5,6,103976
7908,Men,Apparel,Topwear,Tshirts,Proline Men Cream & Purple Striped Polo T-shirt,853,Bed Random,1087,7908.jpg,2,10,918681
36164,Men,Apparel,Topwear,Tshirts,Status Quo Men Grey T-shirt,1096,Clear Prints,442,36164.jpg,4,26,455936
11746,Men,Apparel,Topwear,Tshirts,Lee Men Yellow Polo T-shirt,713,Bed Random,649,11746.jpg,3,8,457033
25573,Men,Footwear,Shoes,Sports Shoes,FILA Men Trempet White Sports Shoes,672,XYZ,180,25573.jpg,1,7,116256
37284,Women,Apparel,Topwear,Tshirts,Tantra Women Purple Shopping T-shirt,1193,Unique Trends,932,37284.jpg,1,15,1093981
14006,Men,Apparel,Topwear,Tshirts,Nike Men Solid Black Jerseys,862,Unique Trends,1100,14006.jpg,5,28,924064
19719,Men,Apparel,Topwear,Shirts,United Colors of Benetton Men Stripes Grey Shirt,876,GenosisX,820,19719.jpg,4,3,715692
55436,Women,Personal Care,Lips,Lipstick,Revlon Raspberry Colorburst Lipstick 045,1286,Spicy Dinner,1218,55436.jpg,2,17,1544486
17683,Women,Footwear,Shoes,Casual Shoes,Catwalk Women Ballerina Black Casual Shoe,844,Ten Fold Security,453,17683.jpg,5,10,373892
7306,Women,Apparel,Dress,Dresses,UCB Women's Sleeveless Off White Dress,713,Strat Security,492,7306.jpg,4,19,337249
16751,Women,Accessories,Bags,Clutches,Spice Art Women Copper Leartherite Multi Clutch,746,Transit Random,529,16751.jpg,4,17,381952
54722,Women,Apparel,Apparel Set,Kurta Sets,Shree Women Yellow & Red Printed Salwar Suit with Dupatta,388,Transit Random,348,54722.jpg,2,23,126100
8188,Men,Apparel,Topwear,Shirts,Locomotive Men Solid Poplin Laidley Purple Shirts,688,Transit Random,642,8188.jpg,5,30,421056
9866,Men,Apparel,Topwear,Tshirts,Status Quo Men Pink Polo Tshirts,792,Sanguine Skincare,126,9866.jpg,3,14,88704
23670,Men,Apparel,Topwear,Tshirts,Spykar Men Green Printed T-shirts,517,Blue Smoke,638,23670.jpg,1,14,322608
15312,Women,Footwear,Sandal,Sports Sandals,ADIDAS Women Neo Feather Blue Sandals,724,Ten Fold Security,964,15312.jpg,2,18,684904
38836,Women,Apparel,Dress,Dresses,Latin Quarters Women Blue Dress,593,Transit Random,502,38836.jpg,5,25,282861
32530,Men,Personal Care,Fragrance,Deodorant,Tonino Lamborghini Men Pack of 2 Deos,755,XYZ,1368,32530.jpg,4,23,1015475
10660,Women,Apparel,Bottomwear,Shorts,Doodle Girl Hot shorts ice wash Blue Shorts,1208,Guard Random,414,10660.jpg,3,24,471120
15120,Men,Apparel,Bottomwear,Trousers,Arrow Men Wooltouch Charcoal Trousers,1215,Spicy Dinner,90,15120.jpg,3,12,94770
21315,Women,Accessories,Eyewear,Sunglasses,Celine Dion Women Black Frame Sunglasses,360,Ten Fold Security,66,21315.jpg,1,6,21600
10452,Men,Apparel,Topwear,Tshirts,Flying Machine Men HS Grey Tshirts,1283,Friend Random,1065,10452.jpg,4,17,1344584
23442,Women,Apparel,Topwear,Tunics,Satya Paul Women Orange Printed Tunic,954,Guard Random,1411,23442.jpg,4,3,1343232
4113,Men,Footwear,Shoes,Casual Shoes,Fila Men's Bruno White Shoe,988,Friend Random,1314,4113.jpg,3,1,1297244
45234,Men,Accessories,Watches,Watches,Casio Youth Series Men Analog-Digital Watch AW-80-1AVDFAD84,467,GenosisX,891,45234.jpg,1,12,410493
42011,Men,Footwear,Sandal,Sandals,Estd. 1977 Men Grey Sandals,1187,Strat Security,1150,42011.jpg,5,8,1355554
3336,Men,Apparel,Topwear,Tshirts,ADIDAS Men's Mumbai Indians Rage Blue T-shirt,1500,Guard Random,186,3336.jpg,5,17,253500
54948,Men,Apparel,Topwear,Sweatshirts,Do u speak green Men Grey Sweatshirt,1123,Blue Smoke,541,54948.jpg,4,8,598559
6644,Women,Footwear,Shoes,Sports Shoes,Nike Women Transform III IN White Shoe,1355,Spicy Dinner,480,6644.jpg,5,24,617880
3104,Men,Apparel,Topwear,Tshirts,Probase Men's Wtf Turquoise T-Shirt,1348,Clear Prints,908,3104.jpg,3,9,1211852
3938,Women,Apparel,Topwear,Tshirts,Jealous 21 Women's White Blue T-shirt,925,Sanguine Skincare,1053,3938.jpg,4,2,972175
46683,Men,Personal Care,Fragrance,Perfume and Body Mist,Rasasi Men Romance Forever Perfume,1317,Friend Random,1214,46683.jpg,4,27,1563279
19987,Women,Apparel,Topwear,Tops,United Colors of Benetton Women Solid Blue Top,1383,Friend Random,920,19987.jpg,4,19,1246083
4321,Unisex,Apparel,Topwear,Tshirts,Tantra Kid's Unisex Genius Red Kidswear,739,Blue Smoke,843,4321.jpg,3,27,603024
10204,Women,Accessories,Bags,Handbags,Murcia Women Hahk Purple Handbags,319,Friend Random,1220,10204.jpg,2,19,383119
56411,Men,Footwear,Sandal,Sandals,GAS Men Brown Savana Sandals,1413,Ten Fold Security,848,56411.jpg,2,3,1193985
27029,Women,Apparel,Bottomwear,Capris,Jealous 21 Women Blue Capris,578,Sanguine Skincare,294,27029.jpg,2,7,165886
46822,Women,Footwear,Shoes,Heels,Catwalk Women Multicoloured Heels,619,Unique Trends,1318,46822.jpg,3,3,813985
28061,Men,Apparel,Innerwear,Briefs,Jockey ELANCE Men Pack Of Two Grey Briefs 1010,1065,Bed Random,187,28061.jpg,1,23,174660
27815,Men,Accessories,Belts,Belts,Bulchee Men Brown And Black Reversible Belt,405,Spicy Dinner,373,27815.jpg,1,3,149850
36369,Men,Accessories,Ties,Ties,Reid & Taylor Men Blue Tie,746,Spicy Dinner,947,36369.jpg,3,15,695272
56882,Women,Footwear,Shoes,Heels,HM Women Red Heels,867,Transit Random,501,56882.jpg,1,3,431766
41009,Girls,Apparel,Bottomwear,Jeans,Gini and Jony Girls Woven Navy Blue Jeans,1155,Blue Smoke,65,41009.jpg,5,11,62370
28253,Men,Personal Care,Fragrance,Deodorant,Wild stone Men Smoke Deo,1434,GenosisX,275,28253.jpg,2,8,382878
21588,Men,Apparel,Topwear,Tshirts,Inesis Men Solid Grey Tshirt,323,Spicy Dinner,1012,21588.jpg,3,5,325261
53994,Women,Accessories,Bags,Handbags,Kiara Women White Handbag,750,GenosisX,579,53994.jpg,5,13,424500
25128,Women,Accessories,Bags,Clutches,Lino Perros Women Gems Silver Clutch,344,XYZ,402,25128.jpg,4,27,129000
39577,Women,Footwear,Shoes,Heels,Catwalk Women Pink Flats,1421,Blue Smoke,1050,39577.jpg,4,4,1486366
49600,Women,Footwear,Shoes,Heels,Catwalk Women White Flats,1016,Blue Smoke,1484,49600.jpg,4,16,1491488
16138,Women,Apparel,Topwear,Tshirts,Tokyo Talkies Women Printed Grey Top,877,Ten Fold Security,1233,16138.jpg,5,14,1069063
34268,Women,Apparel,Topwear,Dupatta,Fabindia Women Printed Purple Dupatta,388,Bed Random,610,34268.jpg,4,28,225816
28637,Men,Footwear,Shoes,Sports Shoes,Nike Men Air Relentless Black Sports Shoes,1157,GenosisX,988,28637.jpg,5,5,1137331
18290,Women,Apparel,Topwear,Kurtas,Aneri Women Shabarana Orange Kurta,669,XYZ,923,18290.jpg,5,25,600762
35188,Women,Accessories,Bags,Backpacks,Wildcraft Women Pink Backpack,1039,Spicy Dinner,503,35188.jpg,4,3,519500
11913,Men,Footwear,Sandal,Sandals,Franco Leone Men Casual Black Sandals,860,Friend Random,1370,11913.jpg,5,18,1162720
5836,Men,Apparel,Topwear,Tshirts,ADIDAS Men's Gdancin Pink T-shirt,1430,Transit Random,946,5836.jpg,5,7,1342770
24832,Unisex,Accessories,Bags,Backpacks,Wildcraft Unisex Blue & Black Backpack,1343,Ten Fold Security,376,24832.jpg,5,2,502282
38451,Women,Accessories,Bags,Handbags,Baggit Women Teal Selection Jack Sling Bag,1291,Strat Security,217,38451.jpg,2,9,268528
9401,Men,Footwear,Shoes,Sports Shoes,Nike Men Lunarswi + 2 Blue Sports Shoes,1441,XYZ,106,9401.jpg,3,16,129690
