,id,gender,masterCategory,subCategory,articleType,productDisplayName,price,sellers,sold,filename,link
2879,53864,Women,Apparel,Topwear,Kurtas,Vishudh Women Brown Printed Kurta,1082,GenosisX,1256,53864.jpg,http://assets.myntassets.com/v1/images/style/properties/Vishudh-Women-Rust-Printed-Kurta_aada7668c926232fb50bee161448b352_images.jpg
2880,4028,Unisex,Footwear,Shoes,Casual Shoes,ADIDAS Unisex High Can Oak Olive Shoes,741,Friend Random,249,4028.jpg,http://assets.myntassets.com/v1/images/style/properties/AdidasMen-High-Can-Oak-Olive-Shoes_e53063467151414847a7f3ddd2dc0540_images.jpg
2881,59750,Women,Apparel,Innerwear,Briefs,Avirate Cream Brief,1043,Friend Random,189,59750.jpg,http://assets.myntassets.com/v1/images/style/properties/Avirate-Cream-Brief_bacfb2e6ee3170b3a659dd6df6dd0d06_images.jpg
2882,47458,Women,Footwear,Shoes,Heels,Tiptopp Women Black Wedges,800,Sanguine Skincare,818,47458.jpg,http://assets.myntassets.com/v1/images/style/properties/acea556c2e2fb4873670a02bf3a84f2e_images.jpg
2883,35078,Men,Accessories,Belts,Belts,Allen Solly Men Canvas Grey Belt,304,Guard Random,896,35078.jpg,http://assets.myntassets.com/v1/images/style/properties/aecfc899ae7e6a221d5263cbbbbe3558_images.jpg
2884,38303,Men,Accessories,Wallets,Wallets,Reid & Taylor Men Brown Wallet,570,XYZ,1200,38303.jpg,http://assets.myntassets.com/v1/images/style/properties/38f90a202562966d36dd6bb55ce16048_images.jpg
2885,30952,Women,Apparel,Topwear,Tops,Fabindia Women Printed Peach Top,1048,Sanguine Skincare,1351,30952.jpg,http://assets.myntassets.com/v1/images/style/properties/ce86a6dbc64f3d3eea4698f3c9cd34b4_images.jpg
2886,23579,Women,Personal Care,Fragrance,Fragrance Gift Set,Nike Women Pack of 3 Fragrance Gift Set,1419,Transit Random,1155,23579.jpg,http://assets.myntassets.com/v1/images/style/properties/Nike-Women-Pack-of-3-Fragrance-Gift-Set_680558b45a5f522ae6818eded2604a68_images.jpg
2887,2589,Women,Accessories,Headwear,Caps,Quechua Women Maroon Cap,377,Strat Security,1053,2589.jpg,http://assets.myntassets.com/v1/images/style/properties/e937ea67ef69f925a6a599738f6189ee_images.jpg
2888,48246,Boys,Apparel,Topwear,Tshirts,Avengers Boys White T-shirt,856,Clear Prints,751,48246.jpg,http://assets.myntassets.com/v1/images/style/properties/Avengers-Boys-White-T-shirt_864d5b4fe421f5a765822a6553e41e0e_images.jpg
2889,18536,Men,Footwear,Shoes,Sports Shoes,Puma Men Commander White Sports Shoes,950,Friend Random,308,18536.jpg,http://assets.myntassets.com/v1/images/style/properties/85286299934477f29b8e12ed8594a08d_images.jpg
2890,15229,Men,Footwear,Shoes,Casual Shoes,ADIDAS Originals Men Ciero Mid St Beige Casual Shoes,1297,Bed Random,1214,15229.jpg,http://assets.myntassets.com/v1/images/style/properties/d8e3b8627d7e143190ac8bff8cf200fa_images.jpg
2891,37945,Women,Apparel,Topwear,Tunics,Mineral Women Soild White Tunic,889,Clear Prints,839,37945.jpg,http://assets.myntassets.com/v1/images/style/properties/05e88f2ab7ac9aa94a61c9c9a3dcb94d_images.jpg
2892,36897,Men,Accessories,Watches,Watches,Fossil Men Silver Dial Chronograph Watch FS4543,1148,Bed Random,779,36897.jpg,http://assets.myntassets.com/v1/images/style/properties/afb08f9d9d767aee6113c1d18a13b80e_images.jpg
2893,56388,Women,Personal Care,Fragrance,Perfume and Body Mist,Estee Lauder Women White Linen 60 ml Perfume,933,Blue Smoke,776,56388.jpg,http://assets.myntassets.com/v1/images/style/properties/Estee-Lauder-Women-White-Linen-60-ml-Perfume_08e186b4240aa636ebc7c034c84103c0_images.jpg
2894,8275,Men,Apparel,Topwear,Tshirts,Mr.Men Men's Coral Red T-shirt,567,Strat Security,616,8275.jpg,http://assets.myntassets.com/v1/images/style/properties/d916e8b04c54bd4876d9b7e5a9198032_images.jpg
2895,43468,Women,Apparel,Loungewear and Nightwear,Night suits,SDL by Sweet Dreams Women Pink Night suits,471,Blue Smoke,623,43468.jpg,http://assets.myntassets.com/v1/images/style/properties/fa798b03b559dee724088bf9ffea6c5e_images.jpg
2896,27911,Women,Apparel,Bottomwear,Trousers,Scullers For Her Women Black Trousers,415,Friend Random,76,27911.jpg,http://assets.myntassets.com/v1/images/style/properties/83ae6dce240116767a3fa972c2db3803_images.jpg
2897,19410,Men,Apparel,Topwear,Tshirts,ADIDAS Men Black Tshirt,1472,Unique Trends,1012,19410.jpg,http://assets.myntassets.com/v1/images/style/properties/4f6dde1562300cc3247c2228456327cc_images.jpg
2898,8047,Men,Apparel,Topwear,Tshirts,Fila Men's Core Pique Polo Green T-shirt,1254,Bed Random,1232,8047.jpg,http://assets.myntassets.com/v1/images/style/properties/8ac384582f077fa7c67fea013fcef4ca_images.jpg
2899,16458,Men,Apparel,Topwear,Shirts,Locomotive Men Check Green Shirt,1469,Transit Random,319,16458.jpg,http://assets.myntassets.com/v1/images/style/properties/236011d14ecbb28d828ccbea57352512_images.jpg
2900,56986,Women,Footwear,Shoes,Heels,HM Women Black Wedges,845,GenosisX,1307,56986.jpg,http://assets.myntassets.com/v1/images/style/properties/HM-Women-Black-Sandals_05ca424f11800167febeb9b72d569a0c_images.jpg
2901,20906,Women,Footwear,Shoes,Heels,Catwalk Women Casual Red Heels,926,Transit Random,1082,20906.jpg,http://assets.myntassets.com/v1/images/style/properties/37e5078b917b88049642f0ff6091ea65_images.jpg
2902,25448,Men,Footwear,Sandal,Sports Sandals,Nike Men Black Air Deschutz Sandals,1266,Ten Fold Security,505,25448.jpg,http://assets.myntassets.com/v1/images/style/properties/2e8c1071ae290ec8ecf520e725d46c8d_images.jpg
2903,33975,Women,Apparel,Topwear,Tops,Femella Women Brown Top,409,Bed Random,868,33975.jpg,http://assets.myntassets.com/v1/images/style/properties/6a20bab331d9ee7c7d6004cca89502e1_images.jpg
2904,11817,Men,Footwear,Shoes,Casual Shoes,Playboy Men Casual White Casual Shoes,1463,Strat Security,98,11817.jpg,http://assets.myntassets.com/v1/images/style/properties/d17d2788f1313794afeec139f35c0ecd_images.jpg
2905,58676,Women,Apparel,Topwear,Kurtas,ALayna Women Printed Beige Kurta,456,Friend Random,1094,58676.jpg,http://assets.myntassets.com/v1/images/style/properties/ALayna-Women-Printed-Beige-Kurta_96acfe956a928a7d4f0dc29196dc9c28_images.jpg
2906,44229,Men,Footwear,Shoes,Sports Shoes,Nike Men Downshifter White Sports Shoes,1126,Friend Random,1315,44229.jpg,http://assets.myntassets.com/v1/images/style/properties/4027b680fa82b7c4d52832a26eba5963_images.jpg
2907,40689,Men,Footwear,Shoes,Formal Shoes,Numero Uno Men Brown Shoes,1381,Unique Trends,1363,40689.jpg,http://assets.myntassets.com/v1/images/style/properties/6b1e9ae1aaae47c82dd8563ef12edc01_images.jpg
2908,38793,Men,Apparel,Topwear,Tshirts,DC Comics Men Crew Black T-shirt,1382,XYZ,572,38793.jpg,http://assets.myntassets.com/v1/images/style/properties/75dd398a6149272909e49d21dcdab1ce_images.jpg
2909,43830,Women,Accessories,Jewellery,Earrings,Royal Diadem Earrings,604,Friend Random,599,43830.jpg,http://assets.myntassets.com/v1/images/style/properties/ce6c9d7751aca2e04278e5f9f3ebee78_images.jpg
2910,38932,Girls,Apparel,Bottomwear,Leggings,Gini and Jony Girls Pink Leggings,1253,Transit Random,139,38932.jpg,http://assets.myntassets.com/v1/images/style/properties/26f973eed1520b7c7a843068aed85a9a_images.jpg
2911,32434,Men,Apparel,Topwear,Tshirts,ADIDAS Men Navy Blue Polo T-shirt,1243,Unique Trends,50,32434.jpg,http://assets.myntassets.com/v1/images/style/properties/34fda5dacb05f9960067d22404926999_images.jpg
2912,25483,Unisex,Footwear,Flip Flops,Flip Flops,Nike Unisex Solarsoft Thong Orange Flip Flops,674,Transit Random,655,25483.jpg,http://assets.myntassets.com/v1/images/style/properties/0748d4ab8396d948438447c61563b3bb_images.jpg
2913,3464,Unisex,Apparel,Apparel Set,Swimwear,ADIDAS Kid's Light Aqua Swimming Cap,529,Strat Security,1121,3464.jpg,http://assets.myntassets.com/v1/images/style/properties/0379706b9d519b16d5a412ec57e32d94_images.jpg
2914,43691,Girls,Apparel,Topwear,Tops,Doodle Girls Printed Yellow Top,1260,Ten Fold Security,724,43691.jpg,http://assets.myntassets.com/v1/images/style/properties/0a872ce74f02f71e0bdbe8166508539c_images.jpg
2915,17541,Men,Apparel,Topwear,Shirts,Mark Taylor Men Green & White Striped Shirt,1324,Transit Random,50,17541.jpg,http://assets.myntassets.com/v1/images/style/properties/5e5348d5d74065b10d7581ce68b3cc86_images.jpg
2916,6116,Men,Apparel,Topwear,Tshirts,UCB Men's United Colors Flock Purple T-shirt,1175,Ten Fold Security,624,6116.jpg,http://assets.myntassets.com/v1/images/style/properties/df3afd3f4316f44f920f25690dd5cf40_images.jpg
2917,3656,Men,Footwear,Shoes,Sports Shoes,Fila Men's Emotion Black Shoe,1354,Spicy Dinner,1123,3656.jpg,http://assets.myntassets.com/v1/images/style/properties/05ac7bc9123aeeb05446ef76d146d8da_images.jpg
2918,28992,Men,Apparel,Topwear,Tshirts,Status Quo Men Navy Blue Polo T-shirt,444,Guard Random,1495,28992.jpg,http://assets.myntassets.com/v1/images/style/properties/0e877e5f8946ab4221c3165e9f272ee8_images.jpg
2919,26808,Men,Apparel,Bottomwear,Trousers,Arrow Men Grey Striped Trousers,476,Sanguine Skincare,738,26808.jpg,http://assets.myntassets.com/v1/images/style/properties/67892cc32007b0564c8b5982fe9c6844_images.jpg
2920,23546,Men,Personal Care,Fragrance,Perfume and Body Mist,Police Cosmopolitian Men Perfume,1305,Blue Smoke,547,23546.jpg,http://assets.myntassets.com/v1/images/style/properties/66cc73cdd6422f1eac0b3a382d16c303_images.jpg
2921,4473,Men,Footwear,Shoes,Sports Shoes,Puma Men's Complete Itana Silver Black Blue Shoe,726,Bed Random,1307,4473.jpg,http://assets.myntassets.com/v1/images/style/properties/40ee7dc221d0999a371711c9272ccd6d_images.jpg
2922,56343,Men,Accessories,Watches,Watches,Fastrack Men Black Dial Watch,1410,GenosisX,871,56343.jpg,http://assets.myntassets.com/v1/images/style/properties/Fastrack-Men-Black-Leather-Strap-Watch_a620839afb94354d456508c5ecd5bacb_images.jpg
2923,11484,Men,Accessories,Watches,Watches,Puma Men Ocean Black Watch,543,Sanguine Skincare,96,11484.jpg,http://assets.myntassets.com/v1/images/style/properties/b1c4cbbf014b6bb98a84ca9e9a27d4f7_images.jpg
2924,15818,Men,Apparel,Innerwear,Innerwear Vests,Facit Men Rib White Innerwear Vest,711,GenosisX,126,15818.jpg,http://assets.myntassets.com/v1/images/style/properties/85cc35d6700f3feb75c23d98d8bccb6a_images.jpg
2925,27582,Men,Apparel,Topwear,Tshirts,Scullers Men Blue & Navy Blue Striped T-shirt,745,Guard Random,319,27582.jpg,http://assets.myntassets.com/v1/images/style/properties/b0f2f630f363ac1b5a73a65ea8336f91_images.jpg
2926,9708,Men,Apparel,Topwear,Shirts,Scullers Men Scul White Shirts,1335,GenosisX,1282,9708.jpg,http://assets.myntassets.com/v1/images/style/properties/26a2be49b22f5623e3a92271fb7da614_images.jpg
2927,30535,Women,Apparel,Innerwear,Bra,Lovable Skin Coloured Bra CES 421,456,Bed Random,687,30535.jpg,http://assets.myntassets.com/v1/images/style/properties/Lovable-Skin-Coloured-Bra-CES-421_0bf9797a5e8af976723df5f76a88f714_images.jpg
2928,26450,Women,Footwear,Shoes,Sports Shoes,Puma Women Kuris Black Sports Shoes,654,GenosisX,1474,26450.jpg,http://assets.myntassets.com/v1/images/style/properties/1399bf696d8d347ecf9272a231bf78e1_images.jpg
2929,17317,Men,Accessories,Eyewear,Sunglasses,Pepe Jeans Men Casual Sunglasses,933,Clear Prints,229,17317.jpg,http://assets.myntassets.com/v1/images/style/properties/57ae5508043a003dc908e9318074c702_images.jpg
2930,51502,Women,Apparel,Bottomwear,Jeans,Denizen Women Greenish Blue Jeans,731,Strat Security,1233,51502.jpg,http://assets.myntassets.com/v1/images/style/properties/8cc02c9df60bb0aaa9ca109d4a8d36ed_images.jpg
2931,42929,Women,Accessories,Bags,Clutches,French Connection Women Gold Clutch,1078,Spicy Dinner,576,42929.jpg,http://assets.myntassets.com/v1/images/style/properties/f8d0b621dbddad1424fddb489722b4d6_images.jpg
2932,7692,Women,Apparel,Topwear,Tshirts,Urban Yoga Women's Ganesha Red T-shirt,1065,Spicy Dinner,1332,7692.jpg,http://assets.myntassets.com/v1/images/style/properties/2eda48ef69c4602cf4f5a4d8c9d41935_images.jpg
2933,21675,Men,Accessories,Watches,Watches,Fossil Men Black Dial Chronograph Watch CH2652,1008,XYZ,372,21675.jpg,http://assets.myntassets.com/v1/images/style/properties/106b798cfee13af9159f1403ad4a58c3_images.jpg
2934,45102,Women,Apparel,Innerwear,Shapewear,Bwitch Women Black Xtra Slim Shapewear,817,Ten Fold Security,1091,45102.jpg,http://assets.myntassets.com/v1/images/style/properties/45013fe25b4ab526ad6e1e26cc538af8_images.jpg
2935,53067,Women,Accessories,Bags,Handbags,Rocia Women Brown Handbag,1365,XYZ,595,53067.jpg,http://assets.myntassets.com/v1/images/style/properties/91de9d74e3adea7dd486e151c6c69acd_images.jpg
2936,10300,Men,Footwear,Sandal,Sandals,Clarks Men Brown Wild Vibe Leather Closed Sandals,630,Sanguine Skincare,245,10300.jpg,http://assets.myntassets.com/v1/images/style/properties/bb51fea7d58c63dfe273929ac6b36144_images.jpg
2937,30707,Women,Accessories,Bags,Clutches,Fabindia Women Beige Potli,1353,Sanguine Skincare,577,30707.jpg,http://assets.myntassets.com/v1/images/style/properties/7e838561b32b41f7a819f05d6b775c83_images.jpg
2938,42327,Women,Apparel,Saree,Sarees,Prafful Navy & Brown Georgette Printed Saree,1247,Ten Fold Security,422,42327.jpg,http://assets.myntassets.com/v1/images/style/properties/34ce3cac40250344c8f234acccfdbc74_images.jpg
2939,23310,Women,Apparel,Topwear,Kurtas,W Women Green Striped Kurta,732,Strat Security,1268,23310.jpg,http://assets.myntassets.com/v1/images/style/properties/eefdf9625b7cce18c10c9618b1b2a3d3_images.jpg
2940,19883,Men,Accessories,Headwear,Caps,ADIDAS Originals Men St Truck Black Cap,827,Transit Random,1310,19883.jpg,http://assets.myntassets.com/v1/images/style/properties/d91434486a06a2df3428ba1b4fcf67c8_images.jpg
2941,43033,Men,Apparel,Topwear,Shirts,Scullers Men Blue Striped Shirt,528,Sanguine Skincare,234,43033.jpg,http://assets.myntassets.com/v1/images/style/properties/3ddfdc062ee2aa838b39948f2dfe71ab_images.jpg
2942,16231,Men,Apparel,Topwear,Sweatshirts,Puma Men Ess Hooded Black Sweatshirt,403,Strat Security,1074,16231.jpg,http://assets.myntassets.com/v1/images/style/properties/5df597858f2ad902c34878694c773495_images.jpg
2943,52373,Women,Apparel,Loungewear and Nightwear,Nightdress,Red Rose Women Pink Nightdress,1494,Friend Random,892,52373.jpg,http://assets.myntassets.com/v1/images/style/properties/Red-Rose-Women-Pink-Nightdress_367cf1208e8a0b2b9295d22783223160_images.jpg
2944,14566,Men,Footwear,Shoes,Casual Shoes,Vans Men Authentic Black Casual Shoes,1283,Sanguine Skincare,424,14566.jpg,http://assets.myntassets.com/v1/images/style/properties/417fd555a4060226d3bcaa816debe748_images.jpg
2945,44024,Women,Personal Care,Fragrance,Perfume and Body Mist,BOSS Women Perfumes,1429,Strat Security,1488,44024.jpg,http://assets.myntassets.com/v1/images/style/properties/3358b28c345e7f61bd9da631400e8ae0_images.jpg
2946,13571,Men,Apparel,Innerwear,Innerwear Vests,Hanes Men Racer Back Red Innerwear Vests,1498,Friend Random,252,13571.jpg,http://assets.myntassets.com/v1/images/style/properties/5628b60580bdabce10dbbdddc2c891f9_images.jpg
2947,34353,Men,Apparel,Topwear,Tshirts,Myntra Men Blue Diet Extreme T-shirt,821,Guard Random,257,34353.jpg,http://assets.myntassets.com/v1/images/style/properties/b9c4df8ca8746902e15a7784490ae726_images.jpg
2948,7454,Men,Apparel,Topwear,Tshirts,Proline Men Navy Polo T-shirt,850,Unique Trends,1363,7454.jpg,http://assets.myntassets.com/v1/images/style/properties/2a48e0d2c2ec5b5f059383ce8a184181_images.jpg
2949,22236,Men,Footwear,Shoes,Casual Shoes,ID Men Blue Casual Shoes,756,Guard Random,232,22236.jpg,http://assets.myntassets.com/v1/images/style/properties/cc2bd62d1930d2119e1f9ce4ad85f75b_images.jpg
2950,5767,Women,Apparel,Topwear,Tops,Jealous 21 Women Sleevless Black V Nech Top,893,XYZ,463,5767.jpg,http://assets.myntassets.com/v1/images/style/properties/535aa66e584a5d4e438a06637d501418_images.jpg
2951,52525,Women,Apparel,Bottomwear,Jeggings,Pepe Jeans Women Dark Red Jeggings,1442,Strat Security,740,52525.jpg,http://assets.myntassets.com/v1/images/style/properties/f14ae02cd9ec67909356dd7767aaae8e_images.jpg
2952,8078,Men,Footwear,Sandal,Sandals,ADIDAS Men Zeitfrei Slide Sc Blue Sandals,696,Spicy Dinner,879,8078.jpg,http://assets.myntassets.com/v1/images/style/properties/dc6f62427267bab7edbc1da255af5fe3_images.jpg
2953,7030,Men,Apparel,Topwear,Tshirts,s.Oliver Men's Denim Dstrct Grey T-shirt,1047,Blue Smoke,1268,7030.jpg,http://assets.myntassets.com/v1/images/style/properties/31f0e729340432ecb2a3f2d8bfca876a_images.jpg
2954,13929,Men,Apparel,Topwear,Shirts,United Colors of Benetton Men Solid Beige Shirts,1302,XYZ,243,13929.jpg,http://assets.myntassets.com/v1/images/style/properties/d15a66a61577b56055998b2e91c7d5e1_images.jpg
2955,42585,Men,Apparel,Topwear,Tshirts,United Colors of Benetton Mens Black Polo T-shirt,1232,GenosisX,956,42585.jpg,http://assets.myntassets.com/v1/images/style/properties/United-Colors-of-Benetton-Boys-Black-Polo-T-shirt_cd1ac4d3145b8c40760e833fb35250e4_images.jpg
2956,46125,Women,Accessories,Jewellery,Necklace and Chains,Adrika Turquoise Blue Necklace,670,Blue Smoke,650,46125.jpg,http://assets.myntassets.com/v1/images/style/properties/953ae787a2ea84e6ec038d6ed5aa9349_images.jpg
2957,17787,Men,Accessories,Socks,Socks,Reid & Taylor Men Solid Grey Socks,1188,Spicy Dinner,955,17787.jpg,http://assets.myntassets.com/v1/images/style/properties/4551ad094117195f722d90fc9f001726_images.jpg
2958,4487,Men,Footwear,Shoes,Sports Shoes,Lotto Men's Play Off Black Blue Shoe,510,Spicy Dinner,457,4487.jpg,http://assets.myntassets.com/v1/images/style/properties/dd2ba5c85adc3a7996765db0c8912fcf_images.jpg
2959,41300,Girls,Apparel,Topwear,Tshirts,Gini and Jony Girls Polo Striped Blue T-shirt,471,Guard Random,1489,41300.jpg,http://assets.myntassets.com/v1/images/style/properties/d7366ac87251ef00ae7c3033568abdbc_images.jpg
2960,18732,Women,Apparel,Topwear,Tops,Arrow Woman Ann Off White Top,721,Guard Random,767,18732.jpg,http://assets.myntassets.com/v1/images/style/properties/a31ee0d09d305784b717882eed3d7588_images.jpg
2961,29075,Men,Accessories,Bags,Backpacks,Fastrack Men Black Backpack,1156,XYZ,701,29075.jpg,http://assets.myntassets.com/v1/images/style/properties/a77fedd05e2e28751cb677128c623cec_images.jpg
2962,59302,Men,Apparel,Topwear,Shirts,U.S. Polo Assn. Denim Co. Men Wine Shirt,995,Spicy Dinner,589,59302.jpg,http://assets.myntassets.com/v1/images/style/properties/US-Polo-Assn-Men-Wine-Shirt_784df5c2f7f4afe13739d8e614854e34_images.jpg
2963,1934,Unisex,Accessories,Bags,Backpacks,Quechua Forclaz 25L Air Purple Backpack,488,Spicy Dinner,1474,1934.jpg,http://assets.myntassets.com/v1/images/style/properties/7d1ed15b4a147122bb94fc21846da1e2_images.jpg
2964,21816,Men,Accessories,Wallets,Wallets,Fossil Men Midway Black Wallet,1266,Clear Prints,870,21816.jpg,http://assets.myntassets.com/v1/images/style/properties/4215b8e17e3be863171d26d43fd868f5_images.jpg
2965,9157,Women,Apparel,Topwear,Shirts,Jealous 21 Women Checks Pink Shirt,448,Friend Random,1146,9157.jpg,http://assets.myntassets.com/v1/images/style/properties/faf2cac5c035e3d3e4471d49c267af36_images.jpg
2966,18500,Men,Apparel,Topwear,Tshirts,Puma Men V.11 Cat White Tshirts,1214,Unique Trends,1283,18500.jpg,http://assets.myntassets.com/v1/images/style/properties/4a6111c5c12e7720259af43d5a57e593_images.jpg
2967,17910,Men,Apparel,Topwear,Sweatshirts,Nike Men Sptcas Black Sweatshirt,900,GenosisX,1341,17910.jpg,http://assets.myntassets.com/v1/images/style/properties/7802a79986b3a1f3aac3af2d91c55e4a_images.jpg
2968,18958,Men,Apparel,Topwear,Sweaters,United Colors of Benetton Men Stripes Blue Sweater,657,Friend Random,304,18958.jpg,http://assets.myntassets.com/v1/images/style/properties/5ff23dfb4d4d1acc0c9d5199e83369df_images.jpg
2969,18356,Men,Accessories,Socks,Socks,Fila Men Ankel Logo Black Socks,1399,Clear Prints,581,18356.jpg,http://assets.myntassets.com/v1/images/style/properties/1709f8f692552a3ebb59bc3f64b14618_images.jpg
2970,23917,Women,Footwear,Shoes,Casual Shoes,Fila Women Paramount White Casual Shoes,1055,Sanguine Skincare,1385,23917.jpg,http://assets.myntassets.com/v1/images/style/properties/99d4e17724e37f2779b7fccf6bfaa031_images.jpg
2971,29411,Men,Accessories,Watches,Watches,Giordano Men White Dial Watch,1035,Blue Smoke,309,29411.jpg,http://assets.myntassets.com/v1/images/style/properties/e38884ad25e24546fb027208ffb17248_images.jpg
2972,45339,Women,Footwear,Shoes,Heels,Cobblerz Women Gold-Toned Sandals,703,Spicy Dinner,548,45339.jpg,http://assets.myntassets.com/v1/images/style/properties/63deb01b2954c77f862e502a3a744f18_images.jpg
2973,38751,Unisex,Accessories,Bags,Backpacks,Nike Unisex Black Backpack,588,Bed Random,1494,38751.jpg,http://assets.myntassets.com/v1/images/style/properties/e7d8b8b54e7afee8b5de22188d2464e1_images.jpg
2974,19042,Women,Footwear,Shoes,Heels,Catwalk Women Moccasin Blue Casual Shoes,684,Blue Smoke,514,19042.jpg,http://assets.myntassets.com/v1/images/style/properties/6845450fcd3dfeec8abc9555707254f7_images.jpg
2975,12698,Men,Footwear,Shoes,Sports Shoes,Nike Men Swift FG Blue Sports Shoes,723,Spicy Dinner,55,12698.jpg,http://assets.myntassets.com/v1/images/style/properties/b3f359d1a44db826f6b76faa083d835e_images.jpg
2976,19270,Women,Accessories,Watches,Watches,Guess Women Mini Prism Steel Watch,1359,Blue Smoke,226,19270.jpg,http://assets.myntassets.com/v1/images/style/properties/Guess-Women-Mini-Prism-Steel-Watch83e73eb0a876105af9f33066857d2678_images.jpg
2977,28537,Men,Apparel,Topwear,Tshirts,Nike Men Challenger Black T-shirt,1027,Transit Random,642,28537.jpg,http://assets.myntassets.com/v1/images/style/properties/2d5aa2aae3f57ca82693a01f95290bd6_images.jpg
2978,11821,Men,Footwear,Shoes,Casual Shoes,Playboy Men Casual Black Casual Shoes,906,GenosisX,1209,11821.jpg,http://assets.myntassets.com/v1/images/style/properties/e8ef97420637719dcb9998fbe4b4974f_images.jpg
2979,25228,Women,Accessories,Bags,Handbags,Lino Perros Women Blue Handbag,407,Friend Random,1206,25228.jpg,http://assets.myntassets.com/v1/images/style/properties/Lino-Perros-Women-Blue-Handbag_7014175c94b68bcddccb347ad1b6e0f8_images.jpg
2980,50875,Women,Apparel,Saree,Sarees,Prafful Green & Maroon Printed Sari,364,Blue Smoke,920,50875.jpg,http://assets.myntassets.com/v1/images/style/properties/b0b1e13db9781466637328186a378ce1_images.jpg
2981,31842,Men,Accessories,Watches,Watches,Titan Men Black Dial Watch,1250,Sanguine Skincare,383,31842.jpg,http://assets.myntassets.com/v1/images/style/properties/d4fa583b7959867d973a718bf9ecfb96_images.jpg
2982,36069,Unisex,Accessories,Bags,Duffel Bag,OTLS Unisex Beige Duffle Bag,498,Unique Trends,612,36069.jpg,http://assets.myntassets.com/v1/images/style/properties/OTLS-Unisex-Beige-Tote-Bag_6f5ad85caf5affdcd244465ea9f614c7_images.jpg
2983,20930,Women,Accessories,Bags,Handbags,Fastrack Women Red Sling Bag,355,GenosisX,118,20930.jpg,http://assets.myntassets.com/v1/images/style/properties/775ce88e98d1e327379d852765067708_images.jpg
2984,7805,Men,Footwear,Shoes,Casual Shoes,Puma Men's Basket II Clean Black White Shoe,1225,Guard Random,1068,7805.jpg,http://assets.myntassets.com/v1/images/style/properties/abf9806291008d5e23e9c071dc601c97_images.jpg
2985,19426,Men,Apparel,Topwear,Shirts,Quiksilver Men Tar Pits Black Shirt,957,Blue Smoke,151,19426.jpg,http://assets.myntassets.com/v1/images/style/properties/5071615caf43e1e4c1dab050cffc5a5b_images.jpg
2986,23789,Men,Accessories,Eyewear,Sunglasses,Oakley Men Pit Bull Black Sunglasses,1132,Clear Prints,1348,23789.jpg,http://assets.myntassets.com/v1/images/style/properties/Oakley-Men-PIT-Bull-Black-Sunglasses7aae804374521fb924c9d01410ca17a0_images.jpg
2987,15476,Men,Apparel,Topwear,Tshirts,Puma Men Logo Black Tshirts,1019,Friend Random,665,15476.jpg,http://assets.myntassets.com/v1/images/style/properties/7dbf48806bb2f1ca8e30d111fe8b3eca_images.jpg
2988,1553,Unisex,Sporting Goods,Sports Equipment,Footballs,Puma Power Cat Hard Ground Football,1271,Ten Fold Security,1202,1553.jpg,http://assets.myntassets.com/v1/images/style/properties/cfcc721cdc48cc2d913e19988972066c_images.jpg
2989,33386,Women,Accessories,Bags,Handbags,Baggit Women Banjara Taj Purple Handbag,1465,Ten Fold Security,179,33386.jpg,http://assets.myntassets.com/v1/images/style/properties/ac6e6ac75ed5c182ad4706973e52ea12_images.jpg
2990,40674,Women,Apparel,Topwear,Tops,Lee Women Blue Top,621,Clear Prints,1468,40674.jpg,http://assets.myntassets.com/v1/images/style/properties/e6265cbd01609fa818eefadf4633a563_images.jpg
2991,10104,Men,Footwear,Shoes,Sports Shoes,Reebok Men Buckets VI Black Sports Shoes,706,Unique Trends,286,10104.jpg,http://assets.myntassets.com/v1/images/style/properties/119c4e8d603f2504934a74d7cd846b82_images.jpg
2992,24331,Women,Apparel,Bottomwear,Track Pants,ADIDAS Women Grey Track Pants,1437,GenosisX,1449,24331.jpg,http://assets.myntassets.com/v1/images/style/properties/ae2c68bc88e01d56cba4fcd72cc0ce75_images.jpg
2993,32254,Women,Apparel,Topwear,Kurtis,Fabindia Women Printed White Kurti,322,Spicy Dinner,1084,32254.jpg,http://assets.myntassets.com/v1/images/style/properties/c290ea17c6c30cc6336cffbd30078f1a_images.jpg
2994,13781,Men,Apparel,Bottomwear,Trousers,Belmonte Men Solid Grey Trousers,995,GenosisX,393,13781.jpg,http://assets.myntassets.com/v1/images/style/properties/6b4b6d7d09fe4cab6ae4d90debc0587e_images.jpg
2995,18369,Men,Apparel,Innerwear,Innerwear Vests,Undercolors of Benetton Men Pack of 2 Innerwear Vests,1020,XYZ,1036,18369.jpg,http://assets.myntassets.com/v1/images/style/properties/7e776dc94be3988fedb697dbd6398547_images.jpg
2996,17321,Women,Accessories,Eyewear,Sunglasses,Pepe Jeans Women Casual Sunglasses,1247,Unique Trends,347,17321.jpg,http://assets.myntassets.com/v1/images/style/properties/Pepe-Jeans-Women-Casual-Sunglasses5c30d975c54bc54e97a2e22a9452d871_images.jpg
2997,34391,Men,Apparel,Topwear,Tshirts,Myntra Men Red Prayer T-shirt,1496,Transit Random,181,34391.jpg,http://assets.myntassets.com/v1/images/style/properties/d75e9275ddcabf402099b2fa1dde1ae1_images.jpg
